what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763841457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763852371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328763856982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763857723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763867631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763875398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763877605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328763918465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763919638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763920259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763921242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328763975920
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328763977434
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328764000322
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328764016455
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328764026263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328764048265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328764049967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328764051006
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328764055113
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1328764057484
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328764058399
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328764078435
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328764081678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328764088454
activated,perspective,org.eclipse.debug.ui,,"org.eclipse.debug.ui.DebugPerspective",1328765035104
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1328765035116
